Count,lat,lng,Color,Header,k_population,Delay,Delay with DST,#1_%aft7:00,#1 hour,#2_%aft7:00,#2 hour,#3_%aft7:00,#3 hour,#4_%aft7:00,#4 hour,#5_%aft7:00,#5 hour,B_Delay,B_Delay with DST,B_#1_%aft7:00,B_#1 hour,B_#2_%aft7:00,B_#2 hour,B_#3_%aft7:00,B_#3 hour,B_#4_%aft7:00,B_#4 hour,B_#5_%aft7:00,B_#5 hour,change_flag,B_FIPS - county,B_T/zone,FIPS - county,T/zone,population
1443,0,0,3,"Lee, MS",83 k,-5,55,5%,7:00,5%,7:00,9%,7:10,13%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1444,0,0,3,"Leflore, MS",29 k,1,61,11%,7:05,11%,7:05,17%,7:15,22%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1445,0,0,3,"Lincoln, MS",35 k,2,62,7%,7:00,7%,7:00,12%,7:15,18%,7:20,46%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1446,0,0,3,"Lowndes, MS",59 k,-6,54,0%,7:00,0%,7:00,3%,7:10,7%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1447,0,0,3,"Madison, MS",108 k,0,60,8%,7:05,8%,7:05,13%,7:15,18%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1448,0,0,3,"Marion, MS",25 k,-1,59,0%,7:00,0%,7:00,5%,7:10,10%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1449,0,0,3,"Marshall, MS",34 k,-2,58,11%,7:05,11%,7:05,16%,7:15,21%,7:20,44%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1450,0,0,3,"Monroe, MS",34 k,-6,54,0%,7:00,0%,7:00,3%,7:10,7%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1451,0,0,3,"Montgomery, MS",10 k,-2,58,8%,7:05,8%,7:05,13%,7:15,18%,7:20,44%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1452,0,0,3,"Neshoba, MS",29 k,-4,56,0%,7:00,0%,7:00,4%,7:10,8%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1453,0,0,3,"Newton, MS",21 k,-4,56,0%,7:00,0%,7:00,4%,7:10,8%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1454,0,0,3,"Noxubee, MS",10 k,-6,54,0%,7:00,0%,7:00,3%,7:10,7%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1455,0,0,3,"Oktibbeha, MS",51 k,-4,56,1%,7:00,1%,7:00,4%,7:10,8%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1456,0,0,3,"Panola, MS",33 k,0,60,12%,7:05,12%,7:05,17%,7:15,22%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1457,0,0,3,"Pearl River, MS",56 k,-2,58,0%,6:55,0%,6:55,4%,7:10,9%,7:15,44%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1458,0,0,3,"Perry, MS",12 k,-4,56,0%,6:55,0%,6:55,3%,7:10,8%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1459,0,0,3,"Pike, MS",40 k,2,62,4%,7:00,4%,7:00,10%,7:15,15%,7:20,45%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1460,0,0,3,"Pontotoc, MS",31 k,-4,56,7%,7:05,7%,7:05,12%,7:15,16%,7:15,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1461,0,0,3,"Prentiss, MS",25 k,-6,54,5%,7:00,5%,7:00,9%,7:10,13%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1462,0,0,3,"Quitman, MS",6 k,1,61,13%,7:10,13%,7:10,19%,7:20,24%,7:20,46%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1463,0,0,3,"Rankin, MS",156 k,0,60,6%,7:00,6%,7:00,11%,7:15,16%,7:20,45%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1464,0,0,3,"Scott, MS",28 k,-2,58,2%,7:00,2%,7:00,7%,7:15,12%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1465,0,0,3,"Sharkey, MS",4 k,3,63,12%,7:05,12%,7:05,19%,7:20,24%,7:20,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1466,0,0,3,"Simpson, MS",26 k,0,60,4%,7:00,4%,7:00,9%,7:15,14%,7:20,45%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1467,0,0,3,"Smith, MS",14 k,-2,58,0%,7:00,0%,7:00,4%,7:10,9%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1468,0,0,3,"Stone, MS",18 k,-4,56,0%,6:55,0%,6:55,3%,7:10,8%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1469,0,0,3,"Sunflower, MS",26 k,2,62,12%,7:05,12%,7:05,19%,7:20,24%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1470,0,0,3,"Tallahatchie, MS",13 k,1,61,12%,7:05,12%,7:05,18%,7:15,23%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1471,0,0,3,"Tate, MS",28 k,0,60,12%,7:05,12%,7:05,18%,7:15,22%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1472,0,0,3,"Tippah, MS",22 k,-4,56,8%,7:05,8%,7:05,12%,7:15,16%,7:15,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1473,0,0,2,"Tishomingo, MS",19 k,-7,53,4%,7:00,4%,7:00,7%,7:10,11%,7:15,42%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1474,0,0,3,"Tunica, MS",10 k,2,62,14%,7:10,14%,7:10,20%,7:20,25%,7:25,46%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1475,0,0,3,"Union, MS",28 k,-4,56,8%,7:05,8%,7:05,12%,7:15,17%,7:15,43%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1476,0,0,3,"Walthall, MS",14 k,0,60,0%,7:00,0%,7:00,5%,7:15,10%,7:20,45%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1477,0,0,3,"Warren, MS",45 k,3,63,11%,7:05,11%,7:05,17%,7:20,23%,7:20,47%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1478,0,0,3,"Washington, MS",46 k,4,64,13%,7:10,13%,7:10,20%,7:20,26%,7:25,47%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1479,0,0,3,"Wayne, MS",20 k,-5,55,0%,6:55,0%,6:55,3%,7:10,7%,7:15,42%,7:55,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1480,0,0,3,"Webster, MS",10 k,-3,57,7%,7:00,7%,7:00,11%,7:15,16%,7:15,44%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1481,0,0,3,"Wilkinson, MS",9 k,5,65,10%,7:05,10%,7:05,17%,7:20,24%,7:25,48%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1482,0,0,3,"Winston, MS",18 k,-4,56,0%,7:00,0%,7:00,4%,7:10,8%,7:15,43%,8:00,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1483,0,0,3,"Yalobusha, MS",13 k,-1,59,10%,7:05,10%,7:05,15%,7:15,20%,7:20,45%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1484,0,0,3,"Yazoo, MS",28 k,2,62,10%,7:05,10%,7:05,16%,7:15,21%,7:20,46%,8:05,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1485,0,0,4,"Adair, MO",25 k,10,70,25%,7:35,25%,7:35,35%,7:35,41%,7:40,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1486,0,0,5,"Andrew, MO",18 k,19,79,29%,7:40,29%,7:40,41%,7:45,49%,7:50,55%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1487,0,0,5,"Atchison, MO",5 k,22,82,30%,7:45,30%,7:45,43%,7:50,52%,7:55,56%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1488,0,0,4,"Audrain, MO",25 k,7,67,23%,7:25,23%,7:25,32%,7:30,38%,7:35,49%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1489,0,0,4,"Barry, MO",35 k,15,75,24%,7:30,24%,7:30,36%,7:35,44%,7:40,54%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1490,0,0,4,"Barton, MO",12 k,17,77,26%,7:30,26%,7:30,38%,7:40,46%,7:45,55%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1491,0,0,4,"Bates, MO",16 k,17,77,27%,7:35,27%,7:35,39%,7:40,47%,7:45,54%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1492,0,0,4,"Benton, MO",19 k,13,73,25%,7:30,25%,7:30,35%,7:35,43%,7:40,52%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1493,0,0,3,"Bollinger, MO",11 k,0,60,17%,7:15,17%,7:15,23%,7:20,28%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1494,0,0,4,"Boone, MO",182 k,9,69,24%,7:30,24%,7:30,33%,7:35,39%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1495,0,0,5,"Buchanan, MO",86 k,19,79,29%,7:40,29%,7:40,41%,7:45,49%,7:50,55%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1496,0,0,3,"Butler, MO",42 k,2,62,17%,7:15,17%,7:15,24%,7:20,29%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1497,0,0,4,"Caldwell, MO",9 k,16,76,27%,7:35,27%,7:35,38%,7:40,46%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1498,0,0,4,"Callaway, MO",44 k,8,68,23%,7:25,23%,7:25,32%,7:30,38%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1499,0,0,4,"Camden, MO",43 k,11,71,24%,7:25,24%,7:25,33%,7:35,40%,7:40,51%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1500,0,0,3,"Cape Girardeau, MO",81 k,-1,59,16%,7:15,16%,7:15,22%,7:20,27%,7:25,45%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1501,0,0,4,"Carroll, MO",9 k,14,74,26%,7:35,26%,7:35,37%,7:40,44%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1502,0,0,3,"Carter, MO",5 k,4,64,19%,7:15,19%,7:15,26%,7:25,32%,7:30,48%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1503,0,0,4,"Cass, MO",107 k,17,77,27%,7:35,27%,7:35,39%,7:40,47%,7:45,54%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1504,0,0,4,"Cedar, MO",14 k,15,75,25%,7:30,25%,7:30,37%,7:35,44%,7:40,53%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1505,0,0,4,"Chariton, MO",7 k,12,72,25%,7:35,25%,7:35,35%,7:35,42%,7:40,51%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1506,0,0,4,"Christian, MO",88 k,13,73,24%,7:25,24%,7:25,34%,7:35,41%,7:40,52%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1507,0,0,4,"Clark, MO",7 k,7,67,24%,7:30,24%,7:30,32%,7:35,38%,7:40,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1508,0,0,4,"Clay, MO",250 k,18,78,28%,7:40,28%,7:40,39%,7:40,47%,7:45,54%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1509,0,0,4,"Clinton, MO",21 k,18,78,28%,7:40,28%,7:40,39%,7:40,47%,7:45,54%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1510,0,0,4,"Cole, MO",77 k,9,69,23%,7:25,23%,7:25,32%,7:30,39%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1511,0,0,4,"Cooper, MO",17 k,11,71,24%,7:30,24%,7:30,34%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1512,0,0,3,"Crawford, MO",23 k,5,65,21%,7:20,21%,7:20,29%,7:30,35%,7:30,48%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1513,0,0,4,"Dade, MO",8 k,15,75,25%,7:30,25%,7:30,36%,7:35,44%,7:40,53%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1514,0,0,4,"Dallas, MO",17 k,12,72,24%,7:30,24%,7:30,34%,7:35,41%,7:40,52%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1515,0,0,4,"Daviess, MO",8 k,16,76,27%,7:40,27%,7:40,39%,7:40,46%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1516,0,0,4,"DeKalb, MO",12 k,18,78,28%,7:40,28%,7:40,40%,7:45,48%,7:50,54%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1517,0,0,3,"Dent, MO",15 k,6,66,21%,7:20,21%,7:20,29%,7:30,35%,7:30,49%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1518,0,0,4,"Douglas, MO",12 k,10,70,22%,7:25,22%,7:25,31%,7:30,38%,7:35,51%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1519,0,0,3,"Dunklin, MO",29 k,0,60,15%,7:10,15%,7:10,21%,7:20,27%,7:25,46%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1520,0,0,3,"Franklin, MO",104 k,4,64,21%,7:20,21%,7:20,28%,7:25,34%,7:30,48%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1521,0,0,3,"Gasconade, MO",15 k,6,66,22%,7:25,22%,7:25,30%,7:30,36%,7:35,49%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1522,0,0,4,"Gentry, MO",6 k,18,78,28%,7:40,28%,7:40,40%,7:45,48%,7:50,54%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1523,0,0,4,"Greene, MO",297 k,13,73,24%,7:30,24%,7:30,35%,7:35,42%,7:40,52%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1524,0,0,4,"Grundy, MO",10 k,14,74,27%,7:35,27%,7:35,38%,7:40,45%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1525,0,0,4,"Harrison, MO",8 k,16,76,28%,7:40,28%,7:40,39%,7:40,47%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1526,0,0,4,"Henry, MO",22 k,15,75,26%,7:35,26%,7:35,37%,7:40,44%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1527,0,0,4,"Hickory, MO",8 k,13,73,24%,7:30,24%,7:30,35%,7:35,42%,7:40,52%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1528,0,0,5,"Holt, MO",4 k,21,81,30%,7:45,30%,7:45,42%,7:45,51%,7:50,56%,8:45,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1529,0,0,4,"Howard, MO",10 k,11,71,25%,7:30,25%,7:30,34%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1530,0,0,4,"Howell, MO",40 k,8,68,21%,7:20,21%,7:20,29%,7:30,35%,7:30,49%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1531,0,0,3,"Iron, MO",10 k,3,63,19%,7:20,19%,7:20,26%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1532,0,0,4,"Jackson, MO",713 k,17,77,27%,7:35,27%,7:35,39%,7:40,47%,7:45,54%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1533,0,0,4,"Jasper, MO",122 k,17,77,26%,7:30,26%,7:30,38%,7:40,46%,7:45,55%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1534,0,0,3,"Jefferson, MO",226 k,2,62,19%,7:20,19%,7:20,26%,7:25,32%,7:30,47%,8:20,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1535,0,0,4,"Johnson, MO",54 k,15,75,26%,7:35,26%,7:35,37%,7:40,45%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1536,0,0,4,"Knox, MO",4 k,9,69,24%,7:30,24%,7:30,33%,7:35,40%,7:40,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1537,0,0,4,"Laclede, MO",36 k,10,70,23%,7:25,23%,7:25,33%,7:30,39%,7:35,51%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1538,0,0,4,"Lafayette, MO",33 k,15,75,26%,7:35,26%,7:35,37%,7:40,45%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1539,0,0,4,"Lawrence, MO",38 k,15,75,25%,7:30,25%,7:30,36%,7:35,44%,7:40,53%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1540,0,0,4,"Lewis, MO",10 k,7,67,24%,7:30,24%,7:30,32%,7:35,38%,7:35,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1541,0,0,3,"Lincoln, MO",59 k,4,64,21%,7:25,21%,7:25,29%,7:30,34%,7:30,48%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1542,0,0,4,"Linn, MO",12 k,12,72,26%,7:35,26%,7:35,36%,7:40,43%,7:40,52%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1543,0,0,4,"Livingston, MO",15 k,14,74,27%,7:35,27%,7:35,37%,7:40,45%,7:45,53%,8:35,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1544,0,0,4,"McDonald, MO",23 k,17,77,25%,7:30,25%,7:30,38%,7:40,46%,7:40,55%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1545,0,0,4,"Macon, MO",15 k,10,70,25%,7:30,25%,7:30,35%,7:35,41%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1546,0,0,3,"Madison, MO",13 k,1,61,18%,7:15,18%,7:15,24%,7:25,30%,7:25,46%,8:15,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1547,0,0,4,"Maries, MO",8 k,8,68,22%,7:25,22%,7:25,31%,7:30,37%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1548,0,0,4,"Marion, MO",29 k,6,66,23%,7:30,23%,7:30,32%,7:30,38%,7:35,49%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1549,0,0,4,"Mercer, MO",4 k,14,74,27%,7:40,27%,7:40,38%,7:40,45%,7:45,53%,8:40,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1550,0,0,4,"Miller, MO",25 k,10,70,23%,7:25,23%,7:25,33%,7:30,39%,7:35,50%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1551,0,0,3,"Mississippi, MO",13 k,-3,57,14%,7:10,14%,7:10,19%,7:20,24%,7:20,44%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1552,0,0,4,"Moniteau, MO",16 k,10,70,24%,7:30,24%,7:30,33%,7:35,40%,7:40,51%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1553,0,0,4,"Monroe, MO",9 k,8,68,24%,7:30,24%,7:30,32%,7:35,39%,7:35,50%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1554,0,0,3,"Montgomery, MO",11 k,6,66,22%,7:25,22%,7:25,30%,7:30,36%,7:35,49%,8:25,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1555,0,0,4,"Morgan, MO",21 k,12,72,24%,7:30,24%,7:30,34%,7:35,41%,7:40,52%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1556,0,0,3,"New Madrid, MO",17 k,-1,59,15%,7:10,15%,7:10,20%,7:20,25%,7:25,45%,8:10,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
1557,0,0,4,"Newton, MO",59 k,17,77,26%,7:30,26%,7:30,38%,7:40,46%,7:40,55%,8:30,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,0,0,0,0,0,0
